frame_id,corner_id,directly_visible,occluded_but_geometrically_inferable,outside_image,physical_surface_corner,virtual_cuboid_corner,ambiguous,reviewer_xy_u,reviewer_xy_v,semantic_role_confident,note
eval_pallet07__1778652138515809024_rep2,2,,,,,,,,,,
eval_pallet07__1778652138515809024_rep2,3,,,,,,,,,,
eval_pallet07__1778652138515809024_rep2,4,,,,,,,,,,
eval_pallet07__1778652138515809024_rep2,5,,,,,,,,,,
eval_pallet07__1778652138515809024_rep2,6,,,,,,,,,,
eval_pallet07__1778652138515809024_rep2,7,,,,,,,,,,
eval_pallet07__1778652138515809024_rep2,8,,,,,,,,,,
eval_pallet07__1778652140531310080_rep2,0,,,,,,,,,,
eval_pallet07__1778652140531310080_rep2,1,,,,,,,,,,
eval_pallet07__1778652140531310080_rep2,2,,,,,,,,,,
eval_pallet07__1778652140531310080_rep2,3,,,,,,,,,,
eval_pallet07__1778652140531310080_rep2,4,,,,,,,,,,
eval_pallet07__1778652140531310080_rep2,5,,,,,,,,,,
eval_pallet07__1778652140531310080_rep2,6,,,,,,,,,,
eval_pallet07__1778652140531310080_rep2,7,,,,,,,,,,
eval_pallet07__1778652140531310080_rep2,8,,,,,,,,,,
eval_pallet07__1778652158404883456_rep2,0,,,,,,,,,,
eval_pallet07__1778652158404883456_rep2,1,,,,,,,,,,
eval_pallet07__1778652158404883456_rep2,2,,,,,,,,,,
eval_pallet07__1778652158404883456_rep2,3,,,,,,,,,,
eval_pallet07__1778652158404883456_rep2,4,,,,,,,,,,
eval_pallet07__1778652158404883456_rep2,5,,,,,,,,,,
eval_pallet07__1778652158404883456_rep2,6,,,,,,,,,,
eval_pallet07__1778652158404883456_rep2,7,,,,,,,,,,
eval_pallet07__1778652158404883456_rep2,8,,,,,,,,,,
eval_pallet07__1778652166837872128_rep2,0,,,,,,,,,,
eval_pallet07__1778652166837872128_rep2,1,,,,,,,,,,
eval_pallet07__1778652166837872128_rep2,2,,,,,,,,,,
eval_pallet07__1778652166837872128_rep2,3,,,,,,,,,,
eval_pallet07__1778652166837872128_rep2,4,,,,,,,,,,
eval_pallet07__1778652166837872128_rep2,5,,,,,,,,,,
eval_pallet07__1778652166837872128_rep2,6,,,,,,,,,,
eval_pallet07__1778652166837872128_rep2,7,,,,,,,,,,
eval_pallet07__1778652166837872128_rep2,8,,,,,,,,,,
eval_pallet09__1778653659065885952_rep2,0,,,,,,,,,,
eval_pallet09__1778653659065885952_rep2,1,,,,,,,,,,
eval_pallet09__1778653659065885952_rep2,2,,,,,,,,,,
eval_pallet09__1778653659065885952_rep2,3,,,,,,,,,,
eval_pallet09__1778653659065885952_rep2,4,,,,,,,,,,
eval_pallet09__1778653659065885952_rep2,5,,,,,,,,,,
eval_pallet09__1778653659065885952_rep2,6,,,,,,,,,,
eval_pallet09__1778653659065885952_rep2,7,,,,,,,,,,
eval_pallet09__1778653659065885952_rep2,8,,,,,,,,,,
eval_pallet09__1778653674184865536_rep2,0,,,,,,,,,,
eval_pallet09__1778653674184865536_rep2,1,,,,,,,,,,
eval_pallet09__1778653674184865536_rep2,2,,,,,,,,,,
eval_pallet09__1778653674184865536_rep2,3,,,,,,,,,,
eval_pallet09__1778653674184865536_rep2,4,,,,,,,,,,
eval_pallet09__1778653674184865536_rep2,5,,,,,,,,,,
eval_pallet09__1778653674184865536_rep2,6,,,,,,,,,,
eval_pallet09__1778653674184865536_rep2,7,,,,,,,,,,
eval_pallet09__1778653674184865536_rep2,8,,,,,,,,,,
eval_pallet09__1778653704118966272_rep2,0,,,,,,,,,,
eval_pallet09__1778653704118966272_rep2,1,,,,,,,,,,
eval_pallet09__1778653704118966272_rep2,2,,,,,,,,,,
eval_pallet09__1778653704118966272_rep2,3,,,,,,,,,,
eval_pallet09__1778653704118966272_rep2,4,,,,,,,,,,
eval_pallet09__1778653704118966272_rep2,5,,,,,,,,,,
eval_pallet09__1778653704118966272_rep2,6,,,,,,,,,,
eval_pallet09__1778653704118966272_rep2,7,,,,,,,,,,
eval_pallet09__1778653704118966272_rep2,8,,,,,,,,,,
eval_night09__1779449604823769344,0,,,,,,,,,,
eval_night09__1779449604823769344,1,,,,,,,,,,
eval_night09__1779449604823769344,2,,,,,,,,,,
eval_night09__1779449604823769344,3,,,,,,,,,,
eval_night09__1779449604823769344,4,,,,,,,,,,
eval_night09__1779449604823769344,5,,,,,,,,,,
eval_night09__1779449604823769344,6,,,,,,,,,,
eval_night09__1779449604823769344,7,,,,,,,,,,
eval_night09__1779449604823769344,8,,,,,,,,,,
eval_night09__1779449661263803392,0,,,,,,,,,,
eval_night09__1779449661263803392,1,,,,,,,,,,
eval_night09__1779449661263803392,2,,,,,,,,,,
eval_night09__1779449661263803392,3,,,,,,,,,,
eval_night09__1779449661263803392,4,,,,,,,,,,
eval_night09__1779449661263803392,5,,,,,,,,,,
eval_night09__1779449661263803392,6,,,,,,,,,,
eval_night09__1779449661263803392,7,,,,,,,,,,
eval_night09__1779449661263803392,8,,,,,,,,,,
eval_night09__1779449602689248000,0,,,,,,,,,,
eval_night09__1779449602689248000,1,,,,,,,,,,
eval_night09__1779449602689248000,2,,,,,,,,,,
eval_night09__1779449602689248000,3,,,,,,,,,,
eval_night09__1779449602689248000,4,,,,,,,,,,
eval_night09__1779449602689248000,5,,,,,,,,,,
eval_night09__1779449602689248000,6,,,,,,,,,,
eval_night09__1779449602689248000,7,,,,,,,,,,
eval_night09__1779449602689248000,8,,,,,,,,,,
eval_night08__1779449485800670464,0,,,,,,,,,,
eval_night08__1779449485800670464,1,,,,,,,,,,
eval_night08__1779449485800670464,2,,,,,,,,,,
eval_night08__1779449485800670464,3,,,,,,,,,,
eval_night08__1779449485800670464,4,,,,,,,,,,
eval_night08__1779449485800670464,5,,,,,,,,,,
eval_night08__1779449485800670464,6,,,,,,,,,,
eval_night08__1779449485800670464,7,,,,,,,,,,
eval_night08__1779449485800670464,8,,,,,,,,,,
eval_night09__1779449638581035008,0,,,,,,,,,,
eval_night09__1779449638581035008,1,,,,,,,,,,
eval_night09__1779449638581035008,2,,,,,,,,,,
eval_night09__1779449638581035008,3,,,,,,,,,,
eval_night09__1779449638581035008,4,,,,,,,,,,
eval_night09__1779449638581035008,5,,,,,,,,,,
eval_night09__1779449638581035008,6,,,,,,,,,,
eval_night09__1779449638581035008,7,,,,,,,,,,
eval_night09__1779449638581035008,8,,,,,,,,,,
eval_pallet09__1778653832794714368,0,,,,,,,,,,
eval_pallet09__1778653832794714368,1,,,,,,,,,,
eval_pallet09__1778653832794714368,2,,,,,,,,,,
eval_pallet09__1778653832794714368,3,,,,,,,,,,
eval_pallet09__1778653832794714368,4,,,,,,,,,,
eval_pallet09__1778653832794714368,5,,,,,,,,,,
eval_pallet09__1778653832794714368,6,,,,,,,,,,
eval_pallet09__1778653832794714368,7,,,,,,,,,,
eval_pallet09__1778653832794714368,8,,,,,,,,,,
eval_pallet09__1778653806958839552,0,,,,,,,,,,
eval_pallet09__1778653806958839552,1,,,,,,,,,,
eval_pallet09__1778653806958839552,2,,,,,,,,,,
eval_pallet09__1778653806958839552,3,,,,,,,,,,
eval_pallet09__1778653806958839552,4,,,,,,,,,,
eval_pallet09__1778653806958839552,5,,,,,,,,,,
eval_pallet09__1778653806958839552,6,,,,,,,,,,
eval_pallet09__1778653806958839552,7,,,,,,,,,,
eval_pallet09__1778653806958839552,8,,,,,,,,,,
eval_pallet09__1778653823253508096,0,,,,,,,,,,
eval_pallet09__1778653823253508096,1,,,,,,,,,,
eval_pallet09__1778653823253508096,2,,,,,,,,,,
eval_pallet09__1778653823253508096,3,,,,,,,,,,
eval_pallet09__1778653823253508096,4,,,,,,,,,,
eval_pallet09__1778653823253508096,5,,,,,,,,,,
eval_pallet09__1778653823253508096,6,,,,,,,,,,
eval_pallet09__1778653823253508096,7,,,,,,,,,,
eval_pallet09__1778653823253508096,8,,,,,,,,,,
eval_night09__1779449593782795264,0,,,,,,,,,,
eval_night09__1779449593782795264,1,,,,,,,,,,
eval_night09__1779449593782795264,2,,,,,,,,,,
eval_night09__1779449593782795264,3,,,,,,,,,,
eval_night09__1779449593782795264,4,,,,,,,,,,
eval_night09__1779449593782795264,5,,,,,,,,,,
eval_night09__1779449593782795264,6,,,,,,,,,,
eval_night09__1779449593782795264,7,,,,,,,,,,
eval_night09__1779449593782795264,8,,,,,,,,,,
eval_night08__1779449488068910592,0,,,,,,,,,,
eval_night08__1779449488068910592,1,,,,,,,,,,
eval_night08__1779449488068910592,2,,,,,,,,,,
eval_night08__1779449488068910592,3,,,,,,,,,,
eval_night08__1779449488068910592,4,,,,,,,,,,
eval_night08__1779449488068910592,5,,,,,,,,,,
eval_night08__1779449488068910592,6,,,,,,,,,,
eval_night08__1779449488068910592,7,,,,,,,,,,
eval_night08__1779449488068910592,8,,,,,,,,,,
eval_pallet07__1778652142480077056,0,,,,,,,,,,
eval_pallet07__1778652142480077056,1,,,,,,,,,,
eval_pallet07__1778652142480077056,2,,,,,,,,,,
eval_pallet07__1778652142480077056,3,,,,,,,,,,
eval_pallet07__1778652142480077056,4,,,,,,,,,,
eval_pallet07__1778652142480077056,5,,,,,,,,,,
eval_pallet07__1778652142480077056,6,,,,,,,,,,
eval_pallet07__1778652142480077056,7,,,,,,,,,,
eval_pallet07__1778652142480077056,8,,,,,,,,,,
eval_pallet07__1778652144496057088,0,,,,,,,,,,
eval_pallet07__1778652144496057088,1,,,,,,,,,,
eval_pallet07__1778652144496057088,2,,,,,,,,,,
eval_pallet07__1778652144496057088,3,,,,,,,,,,
eval_pallet07__1778652144496057088,4,,,,,,,,,,
eval_pallet07__1778652144496057088,5,,,,,,,,,,
eval_pallet07__1778652144496057088,6,,,,,,,,,,
eval_pallet07__1778652144496057088,7,,,,,,,,,,
eval_pallet07__1778652144496057088,8,,,,,,,,,,
eval_pallet07__1778652150610404864,0,,,,,,,,,,
eval_pallet07__1778652150610404864,1,,,,,,,,,,
eval_pallet07__1778652150610404864,2,,,,,,,,,,
eval_pallet07__1778652150610404864,3,,,,,,,,,,
eval_pallet07__1778652150610404864,4,,,,,,,,,,
eval_pallet07__1778652150610404864,5,,,,,,,,,,
eval_pallet07__1778652150610404864,6,,,,,,,,,,
eval_pallet07__1778652150610404864,7,,,,,,,,,,
eval_pallet07__1778652150610404864,8,,,,,,,,,,
eval_cad__1778653031275751936,0,,,,,,,,,,
eval_cad__1778653031275751936,1,,,,,,,,,,
eval_cad__1778653031275751936,2,,,,,,,,,,
eval_cad__1778653031275751936,3,,,,,,,,,,
eval_cad__1778653031275751936,4,,,,,,,,,,
eval_cad__1778653031275751936,5,,,,,,,,,,
eval_cad__1778653031275751936,6,,,,,,,,,,
eval_cad__1778653031275751936,7,,,,,,,,,,
eval_cad__1778653031275751936,8,,,,,,,,,,
eval_cad__1778653029965134592,0,,,,,,,,,,
eval_cad__1778653029965134592,1,,,,,,,,,,
eval_cad__1778653029965134592,2,,,,,,,,,,
eval_cad__1778653029965134592,3,,,,,,,,,,
eval_cad__1778653029965134592,4,,,,,,,,,,
eval_cad__1778653029965134592,5,,,,,,,,,,
eval_cad__1778653029965134592,6,,,,,,,,,,
eval_cad__1778653029965134592,7,,,,,,,,,,
eval_cad__1778653029965134592,8,,,,,,,,,,
eval_cad__1778653007724386048,0,,,,,,,,,,
eval_cad__1778653007724386048,1,,,,,,,,,,
eval_cad__1778653007724386048,2,,,,,,,,,,
eval_cad__1778653007724386048,3,,,,,,,,,,
eval_cad__1778653007724386048,4,,,,,,,,,,
eval_cad__1778653007724386048,5,,,,,,,,,,
eval_cad__1778653007724386048,6,,,,,,,,,,
eval_cad__1778653007724386048,7,,,,,,,,,,
eval_cad__1778653007724386048,8,,,,,,,,,,
