frame_id,source_recording,population_role,usage_role,controlled_eval_eligible,exclusion_reason,source_dataset,gt_source,manual_kps_present,manual_kps_usable_count,known_broken_before_temporal,known_broken_reason,FT_OVERLAP,paper_eval_recording_overlap,closure_eligible,closure_exclusion_reason
capturenight01_manual_gt__1779448594529620736,capturenight01,DEV_UNVERIFIED,DEV_SUPPORT,false,UNVERIFIED_LEGACY,manual_gt_legacy,,True,8,False,,False,False,False,evaluation-ineligible: usage_role DEV_SUPPORT; workspace exclusion_reason UNVERIFIED_LEGACY
night_eval_manual_gt__1779449309498034944,capturenight07,DEV_UNVERIFIED,DEV_SUPPORT,false,UNVERIFIED_LEGACY,manual_gt_legacy,,True,8,False,,False,False,False,evaluation-ineligible: usage_role DEV_SUPPORT; workspace exclusion_reason UNVERIFIED_LEGACY
night_eval_manual_gt__1779449314101526272,capturenight07,DEV_UNVERIFIED,DEV_SUPPORT,false,UNVERIFIED_LEGACY,manual_gt_legacy,,True,8,False,,False,False,False,evaluation-ineligible: usage_role DEV_SUPPORT; workspace exclusion_reason UNVERIFIED_LEGACY
night_eval_manual_gt__1779449316336256768,capturenight07,DEV_UNVERIFIED,DEV_SUPPORT,false,UNVERIFIED_LEGACY,manual_gt_legacy,,True,8,False,,False,False,False,evaluation-ineligible: usage_role DEV_SUPPORT; workspace exclusion_reason UNVERIFIED_LEGACY
night_eval_manual_gt__1779449318604401920,capturenight07,DEV_UNVERIFIED,DEV_SUPPORT,false,UNVERIFIED_LEGACY,manual_gt_legacy,,True,8,False,,False,False,False,evaluation-ineligible: usage_role DEV_SUPPORT; workspace exclusion_reason UNVERIFIED_LEGACY
night_eval_manual_gt__1779449320806001408,capturenight07,DEV_UNVERIFIED,DEV_SUPPORT,false,UNVERIFIED_LEGACY,manual_gt_legacy,,True,8,False,,False,False,False,evaluation-ineligible: usage_role DEV_SUPPORT; workspace exclusion_reason UNVERIFIED_LEGACY
night_eval_manual_gt__1779449325409244928,capturenight07,DEV_UNVERIFIED,DEV_SUPPORT,false,UNVERIFIED_LEGACY,manual_gt_legacy,,True,8,False,,False,False,False,evaluation-ineligible: usage_role DEV_SUPPORT; workspace exclusion_reason UNVERIFIED_LEGACY
night_eval_manual_gt__1779449327510928384,capturenight07,DEV_UNVERIFIED,DEV_SUPPORT,false,UNVERIFIED_LEGACY,manual_gt_legacy,,True,8,False,,False,False,False,evaluation-ineligible: usage_role DEV_SUPPORT; workspace exclusion_reason UNVERIFIED_LEGACY
night_eval_manual_gt__1779449331847057152,capturenight07,DEV_UNVERIFIED,DEV_SUPPORT,false,UNVERIFIED_LEGACY,manual_gt_legacy,,True,8,False,,False,False,False,evaluation-ineligible: usage_role DEV_SUPPORT; workspace exclusion_reason UNVERIFIED_LEGACY
night_eval_manual_gt__1779449334048644864,capturenight07,DEV_UNVERIFIED,DEV_SUPPORT,false,UNVERIFIED_LEGACY,manual_gt_legacy,,True,8,False,,False,False,False,evaluation-ineligible: usage_role DEV_SUPPORT; workspace exclusion_reason UNVERIFIED_LEGACY
night_eval_manual_gt__1779449336550657792,capturenight07,DEV_UNVERIFIED,DEV_SUPPORT,false,UNVERIFIED_LEGACY,manual_gt_legacy,,True,8,False,,False,False,False,evaluation-ineligible: usage_role DEV_SUPPORT; workspace exclusion_reason UNVERIFIED_LEGACY
night_eval_manual_gt__1779449338785268736,capturenight07,DEV_UNVERIFIED,DEV_SUPPORT,false,UNVERIFIED_LEGACY,manual_gt_legacy,,True,8,False,,False,False,False,evaluation-ineligible: usage_role DEV_SUPPORT; workspace exclusion_reason UNVERIFIED_LEGACY
night_eval_manual_gt__1779449341220191744,capturenight07,DEV_UNVERIFIED,DEV_SUPPORT,false,UNVERIFIED_LEGACY,manual_gt_legacy,,True,8,False,,False,False,False,evaluation-ineligible: usage_role DEV_SUPPORT; workspace exclusion_reason UNVERIFIED_LEGACY
night_eval_manual_gt__1779449343555269120,capturenight07,DEV_UNVERIFIED,DEV_SUPPORT,false,UNVERIFIED_LEGACY,manual_gt_legacy,,True,8,False,,False,False,False,evaluation-ineligible: usage_role DEV_SUPPORT; workspace exclusion_reason UNVERIFIED_LEGACY
night_eval_manual_gt__1779449345790144768,capturenight07,DEV_UNVERIFIED,DEV_SUPPORT,false,UNVERIFIED_LEGACY,manual_gt_legacy,,True,8,False,,False,False,False,evaluation-ineligible: usage_role DEV_SUPPORT; workspace exclusion_reason UNVERIFIED_LEGACY
